ThongTinID	TongDiem
BD1215169		25.05
BD1215170		23.4
BD1215171		37.65
BD1215172		26.35
BD1215173		33.95
BD1215174		32.2
BD1215175		34.25
BD1215176		30.1
BD1215177		27.25
BD1215178		33.25
BD1215179		23.2
BD1215180		34.5
BD1215181		31.95
BD1215182		35
BD1215183		25.75
BD1215184		31.45
BD1215185		34.55
BD1215186		31.2
BD1215187		37.2
BD1215188		14.6
BD1215189		40.35
BD1215190		39.85
BD1215191		24.35
BD1215192		31.4
BD1215193		32.7
BD1215194		30.75
BD1215195		32.8
BD1215196		37.75
BD1215197		30.4
BD1215198		35.5
BD1215199		35.05
BD1215200		31.7
BD1215201		36
BD1215202		27.45
BD1215203		37.55
BD1215204		29.25
BD1215205		39.5
BD1215206		47.15
BD1215207		33.85
BD1215208		36.65
BD1215209		39.1
BD1215210		30.1
BD1215211		23.6
BD1215212		20.6
BD1215213		45.45
BD1215214		37.25
BD1215215		32.6
BD1215216		31.05
BD1215217		34.25
BD1215218		30.8
BD1215219		32.7
BD1215220		23.85
BD1215221		34.2
BD1215222		31.35
BD1215223		42.25
BD1215224		30.45
BD1215225		23.75
BD1215226		39.2
BD1215227		34.15
BD1215228		35.9
BD1215229		22
BD1215230		13.9
BD1215231		35.05
BD1215232		25.45
BD1215233		28.05
BD1215234		50.7
BD1215235		35.95
BD1215236		36.3
BD1215237		29.4
BD1215238		28.95
BD1215239		34.15
BD1215240		27.75
BD1215241		32.15
BD1215242		28.65
BD1215243		44.8
BD1215244		63
BD1215245		58.55
BD1215246		28.9
BD1215247		34.85
BD1215248		33.6
BD1215249		30.75
BD1215250		32.05
BD1215251		28
BD1215252		37.6
BD1215253		35.4
BD1215254		21.5
BD1215255		41.9
BD1215256		34.5
BD1215257		40.45
BD1215258		36.3
BD1215259		42.45
BD1215260		38.85
BD1215261		28.3
BD1215262		33.15
BD1215263		25.8
BD1215264		30.1
BD1215265		39.9
BD1215266		40.2
BD1215267		38.15
BD1215268		43.75
BD1215269		33.1
BD1215270		33
BD1215271		36.15
BD1215272		37.75
BD1215273		31.35
BD1215274		25.05
BD1215275		38.05
BD1215276		34.75
BD1215277		33.05
BD1215278		30.9
BD1215279		26.7
BD1215280		35.4
BD1215281		49.55
BD1215282		35.9
BD1215283		35.35
BD1215284		41.05
BD1215285		35.6
BD1215286		38.8
BD1215287		30.15
BD1215288		32.25
BD1215289		26.8
BD1215290		24.2
BD1215291		33.6
BD1215292		30.8
BD1215293		43.25
BD1215294		48.75
BD1215295		31.3
BD1215296		36.25
BD1215297		28.45
BD1215298		43.95
BD1215299		35.8
BD1215300		44.45
BD1215301		53.1
BD1215302		33.8
BD1215303		39.25
BD1215304		28.3
BD1215305		39.6
BD1215306		34.45
BD1215307		41.15
BD1215308		29.3
BD1215309		24.7
BD1215310		12.55
BD1215311		33.6
BD1215312		40.15
BD1215313		38.05
BD1215314		33.1
BD1215315		16.15
BD1215316		29.8
BD1215317		41
BD1215318		37
BD1215319		36.55
BD1215320		39.25
BD1215321		35.2
BD1215322		32.25
BD1215323		40.2
BD1215324		34.9
BD1215325		41.65
BD1215326		29.4
BD1215327		23.15
BD1215328		47.95
BD1215329		33.1
BD1215330		40.05
BD1215331		39.95
BD1215332		37.05
BD1215333		11.05
BD1215334		47.6
BD1215335		41.95
BD1215336		22.7
BD1215337		33.7
BD1215338		26.9
BD1215339		30.35
BD1215340		40.3
BD1215341		32.5
BD1215342		43.4
BD1215343		42.65
BD1215344		51.4
BD1215345		38.4
BD1215346		33.6
BD1215347		28.2
BD1215348		24.75
BD1215349		44.5
BD1215350		30.3
BD1215351		50.95
BD1215352		25.05
BD1215353		27.2
BD1215354		20.6
BD1215355		39.65
BD1215356		24.7
BD1215357		35.2
BD1215358		25.4
BD1215359		27.35
BD1215360		34.1
BD1215361		31.9
BD1215362		34.15
BD1215363		42
BD1215364		24.8
BD1215365		34.25
BD1215366		37.55
BD1215367		37.3
BD1215368		12.65
BD1215369		9.1
BD1215370		31.85
BD1215371		30
BD1215372		33.6
BD1215373		36.6
BD1215374		33.9
BD1215375		29.8
BD1215376		36.6
BD1215377		33.25
BD1215378		34.95
BD1215379		32.8
BD1215380		36.95
BD1215381		50.75
BD1215382		35.85
BD1215383		35.7
BD1215384		31.05
BD1215385		32.8
BD1215386		33.1
BD1215387		39.7
BD1215388		22.2
BD1215389		37.95
BD1215390		16.4
BD1215391		36.05
BD1215392		42.9
BD1215393		31.1
BD1215394		39.85
BD1215395		32.1
BD1215396		25.6
BD1215397		31.9
BD1215398		38.95
BD1215399		36.2
BD1215400		29.5
BD1215401		40.2
BD1215402		27.95
BD1215403		36.65
BD1215404		39.7
BD1215405		34.75
BD1215406		29.35
BD1215407		39.6
BD1215408		38.8
BD1215409		34.15
BD1215410		33.15
BD1215411		38.15
BD1215412		27.7
BD1215413		36.55
BD1215414		34.75
BD1215415		33.6
BD1215416		32
BD1215417		37.4
BD1215418		29
BD1215419		29.8
BD1215420		31.65
BD1215421		40.8
BD1215422		28.75
BD1215423		24.8
BD1215424		40.7
BD1215425		37.25
BD1215426		31.15
BD1215427		30.05
BD1215428		24.45
BD1215429		38.8
BD1215430		47.6
BD1215431		40.35
BD1215432		28.45
BD1215433		36.8
BD1215434		36.8
BD1215435		38.6
BD1215436		29.55
BD1215437		29.75
BD1215438		40.15
BD1215439		41.55
BD1215440		36.65
BD1215441		31.7
BD1215442		42.1
BD1215443		35.5
BD1215444		32.15
BD1215445		32.75
BD1215446		33.1
BD1215447		26.3
BD1215448		29.9
BD1215449		18.75
BD1215450		33.45
BD1215451		28.25
BD1215452		34.8
BD1215453		41.75
BD1215454		32.9
BD1215455		27.6
BD1215456		40.55
BD1215457		44.15
BD1215458		30.4
BD1215459		31.85
BD1215460		37.25
BD1215461		37.65
BD1215462		35.1
BD1215463		38.1
BD1215464		11.65
BD1215465		26.2
BD1215466		30.5
BD1215467		25
BD1215468		35.3
BD1215469		27.35
BD1215470		35.05
BD1215471		61.25
BD1215472		33.65
BD1215473		47.05
BD1215474		32.3
BD1215475		32.9
BD1215476		30.4
BD1215477		23.4
BD1215478		36.8
BD1215479		32.05
BD1215480		29.25
BD1215481		32.4
BD1215482		30.5
BD1215483		28.05
BD1215484		30.2
BD1215485		37.8
BD1215486		41.95
BD1215487		41.45
BD1215488		25.9
BD1215489		31.9
BD1215490		23.9
BD1215491		26.6
BD1215492		34.15
BD1215493		16.65
BD1215494		35
BD1215495		46.1
BD1215496		31.75
BD1215497		25.8
BD1215498		41.4
BD1215499		34.15
BD1215500		29.15
BD1215501		33.8
BD1215502		30.5
BD1215503		40.45
BD1215504		28.45
BD1215505		39.55
BD1215506		39.6
BD1215507		37.5
BD1215508		40.35
BD1215509		34.8
BD1215510		28.6
BD1215511		38
BD1215512		35.3
BD1215513		32.8
BD1215514		25.7
BD1215515		36
BD1215516		43.85
BD1215517		43.25
BD1215518		39.1
BD1215519		12.45
BD1215520		24.2
BD1215521		34.7
BD1215522		35.15
BD1215523		40.2
BD1215524		36.2
BD1215525		37.45
BD1215526		39.4
BD1215527		36.15
BD1215528		39.75
BD1215529		39.45
BD1215530		26.15
BD1215531		27.2
BD1215532		32.85
BD1215533		40.2
BD1215534		50.3
BD1215535		45.9
BD1215536		24.25
BD1215537		42.95
BD1215538		30.7
BD1215539		33.4
BD1215540		38.2
BD1215541		31.25
BD1215542		21.15
BD1215543		38.45
BD1215544		37.2
BD1215545		59.85
BD1215546		21.8
BD1215547		37.2
BD1215548		36.7
BD1215549		19.65
BD1215550		36.75
BD1215551		30.95
BD1215552		26.1
BD1215553		43.4
BD1215554		34.8
BD1215555		31.85
BD1215556		31.25
BD1215557		38.25
BD1215558		36.4
BD1215559		26.55
BD1215560		34.4
BD1215561		33.6
BD1215562		29.85
BD1215563		29.8
BD1215564		23.25
BD1215565		29.85
BD1215566		34.95
BD1215567		31.75
BD1215568		24.95
BD1215569		39.9
BD1215570		22
BD1215571		24.9
BD1215572		33.35
BD1215573		38.35
BD1215574		45.25
BD1215575		30
BD1215576		33.85
BD1215577		38.95
BD1215578		13.35
BD1215579		22.9
BD1215580		15.95
BD1215581		29.5
BD1215582		43.15
BD1215583		39.5
BD1215584		42.3
BD1215585		29.65
BD1215586		30.3
BD1215587		28.15
BD1215588		30.2
BD1215589		23
BD1215590		31.8
BD1215591		34.95
BD1215592		25.45
BD1215593		24.9
BD1215594		32.55
BD1215595		33.95
BD1215596		25.5
BD1215597		35
BD1215598		17.85
BD1215599		36.55
BD1215600		23.55
BD1215601		27.85
BD1215602		45.05
BD1215603		30.25
BD1215604		38.3
BD1215605		26.7
BD1215606		32.9
BD1215607		36.1
BD1215608		22.95
BD1215609		36.9
BD1215610		30.15
BD1215611		28.15
BD1215612		42.7
BD1215613		28.75
BD1215614		28.5
BD1215615		28.3
BD1215616		38.6
BD1215617		23.8
BD1215618		30.4
BD1215619		31.25
BD1215620		34.55
BD1215621		39.7
BD1215622		23.7
BD1215623		35
BD1215624		30.25
BD1215625		36.8
BD1215626		35.1
BD1215627		31
BD1215628		21.35
BD1215629		33
BD1215630		24.55
BD1215631		24.25
BD1215632		30.2
BD1215633		30.75
BD1215634		41.8
BD1215635		21.3
BD1215636		34.5
BD1215637		15.4
BD1215638		31.5
BD1215639		30.3
BD1215640		40.2
BD1215641		31.65
BD1215642		33
BD1215643		34
BD1215644		26.05
BD1215646		21.75
BD1215647		33.85
BD1215648		36.1
BD1215649		35.3
BD1215650		32.35
BD1215651		35.8
BD1215652		32.85
BD1215653		31.65
BD1215654		21.9
BD1215655		33.65
BD1215656		25.7
BD1215657		26.1
BD1215658		38.9
BD1215659		33.2
BD1215660		36.95
BD1215661		35.25
BD1215662		35.95
BD1215663		52.2
BD1215664		38.75
BD1215665		34.45
BD1215666		23
BD1215667		27.15
BD1215668		24.9
BD1215669		34.6
BD1215670		38.75
BD1215671		34.55
BD1215672		20.3
BD1215673		28.7
BD1215674		45.45
BD1215675		34.25
BD1215676		40.25
BD1215677		26
BD1215678		32.4
BD1215679		33.05
BD1215680		45
BD1215681		38.15
BD1215682		38.3
BD1215683		43.8
BD1215684		32.55
BD1215685		42.35
BD1215686		38.3
BD1215687		54.85
BD1215688		41.6
BD1215689		29.55
BD1215690		31.65
BD1215691		17.6
BD1215692		35.3
BD1215693		30.75
BD1215694		12.2
BD1215695		23.2
BD1215696		38.7
BD1215697		29.7
BD1215698		32.15
BD1215699		32.3
BD1215700		13.15
BD1215701		31.65
BD1215702		36.35
BD1215703		31.4
BD1215704		28.5
BD1215705		28.8
BD1215706		12.7
BD1215707		35.25
BD1215708		28.3
BD1215709		24.1
BD1215710		29.95
BD1215711		36.7
BD1215712		29.05
BD1215713		37.4
BD1215714		6.4
BD1215715		31.05
BD1215716		34.9
BD1215717		37.45
BD1215718		34.8
BD1215719		37.95
BD1215720		28.3
BD1215721		38.1
BD1215722		28.6
BD1215723		24.15
BD1215724		34
BD1215725		26.3
BD1215726		40.45
BD1215727		31.95
BD1215728		29.95
BD1215729		30.85
BD1215730		37.05
BD1215731		45
BD1215732		37.85
BD1215733		34.55
BD1215734		34.95
BD1215735		31.4
BD1215736		39.7
BD1215737		36.3
BD1215738		32.05
BD1215739		46.15
BD1215740		20.9
BD1215741		25.65
BD1215742		22.45
BD1215743		35.95
BD1215744		53.55
BD1215745		35.55
BD1215746		27.35
BD1215747		13.7
BD1215748		29.65
BD1215749		34.55
BD1215750		45.45
BD1215751		35.8
BD1215752		49.35
BD1215753		38
BD1215754		42
BD1215755		28.05
BD1215756		32.75
BD1215757		27.85
BD1215758		32
BD1215759		39.3
BD1215760		42.3
BD1215761		25.9
BD1215762		34
BD1215763		27.9
BD1215764		34.3
BD1215765		29.9
BD1215766		28.8
BD1215767		35.85
BD1215768		42.05
BD1215769		31.3
BD1215770		35.55
BD1215771		37.75
BD1215772		31
BD1215773		26.4
BD1215774		40.35
BD1215775		34.35
BD1215776		33.7
BD1215777		28
BD1215778		17.8
BD1215779		53.6
BD1215780		37.5
BD1215781		48.3
BD1215782		23.15
BD1215783		26.55
BD1215784		30.25
BD1215785		24.8
BD1215786		36.1
BD1215787		40.85
BD1215788		32.95
BD1215789		32.35
BD1215790		36.05
BD1215791		39.65
BD1215792		13.9
BD1215793		32.85
BD1215794		33.9
BD1215795		42.65
BD1215796		28
BD1215797		32.05
BD1215798		26.7
BD1215799		22.4
BD1215800		32.1
BD1215801		40.55
BD1215802		26.45
BD1215803		42.5
BD1215804		29.5
BD1215805		34.85
BD1215806		38.15
BD1215807		24
BD1215808		25.25
BD1215809		30.65
BD1215810		36.15
BD1215811		42.8
BD1215812		40.15
BD1215813		29.55
BD1215814		45.6
BD1215815		27.8
BD1215816		34.85
BD1215817		37.05
BD1215818		33.55
BD1215819		35.4
BD1215820		40.75
BD1215821		23.75
BD1215822		35.65
BD1215823		23.6
BD1215824		30.6
BD1215825		28.7
BD1215826		50.9
BD1215827		46.05
BD1215828		30.7
BD1215829		39.15
BD1215830		40.15
BD1215831		35.95
BD1215832		31.4
BD1215833		38.4
BD1215834		34.65
BD1215835		32.75
BD1215836		37.8
BD1215837		31.2
BD1215838		36.1
BD1215839		35.25
BD1215840		32.1
BD1215841		27.3
BD1215842		31.5
BD1215843		34.65
BD1215844		37.3
BD1215845		35.35
BD1215846		28.9
BD1215847		31.35
BD1215848		30
BD1215849		38.6
BD1215850		46.8
BD1215851		11.4
BD1215852		33.1
BD1215853		27.7
BD1215854		25.8
BD1215855		24.15
BD1215856		36
BD1215857		38.4
BD1215858		33.9
BD1215859		32.95
BD1215860		35
BD1215861		43.2
BD1215862		11.75
BD1215863		35.45
BD1215864		45.25
BD1215865		32.75
BD1215866		43.95
BD1215867		37.5
BD1215868		33.45
BD1215869		31.9
BD1215870		39.25
BD1215871		19.15
BD1215872		39.95
BD1215873		32.35
BD1215874		25.8
BD1215875		25.55
BD1215876		37
BD1215877		35.35
BD1215878		37.1
BD1215879		38.05
BD1215880		39.15
BD1215881		32.65
BD1215882		32.75
BD1215883		46.5
BD1215884		16.4
BD1215885		21.25
BD1215886		20.7
BD1215887		36.85
BD1215888		36.9
BD1215889		32.1
BD1215890		30.2
BD1215891		36.05
BD1215892		32.6
BD1215893		32.15
BD1215894		29.8
BD1215895		37.85
BD1215896		42.65
BD1215897		39.45
BD1215898		26
BD1215899		58
BD1215900		38.85
BD1215901		23.7
BD1215902		35.15
BD1215903		30.55
BD1215904		30.6
BD1215905		35.25
BD1215906		29.3
BD1215907		49.6
BD1215908		29.35
BD1215909		30.25
BD1215910		43.75
BD1215911		34.75
BD1215912		27.35
BD1215913		36.2
BD1215914		34.7
BD1215915		25.1
BD1215916		41.85
BD1215917		34.5
BD1215918		29
BD1215919		24.3
BD1215920		46.25
BD1215921		34.8
BD1215922		29.65
BD1215923		36.2
BD1215924		33.2
BD1215925		39.4
BD1215926		22.9
BD1215927		27.25
BD1215928		32.7
BD1215929		31.3
BD1215930		30.1
BD1215931		33.5
BD1215932		31.35
BD1215933		37.9
BD1215934		35.6
BD1215935		29.5
BD1215936		26.3
BD1215937		38.9
BD1215938		29.9
BD1215939		52.1
BD1215940		29.3
BD1215941		52.45
BD1215942		26.65
BD1215943		54.65
BD1215944		45.45
BD1215945		33.05
BD1215946		36
BD1215947		49
BD1215948		38.95
BD1215949		38.2
BD1215950		34.8
BD1215951		34.15
BD1215952		34.25
BD1215953		19.6
BD1215954		28.7
BD1215955		38.95
BD1215956		48.1
BD1215957		29.1
BD1215958		32.35
BD1215959		33.35
BD1215960		25.05
BD1215961		30.65
BD1215962		39.7
BD1215963		54.5
BD1215964		14.05
BD1215965		44.1
BD1215966		23.05
BD1215967		29.65
BD1215968		32.6
BD1215969		40.8
BD1215970		40.85
BD1215971		39.15
BD1215972		31.25
BD1215973		48.65
BD1215974		24.55
BD1215975		40.95
BD1215976		16.25
BD1215977		28.15
BD1215978		36.65
BD1215979		46.4
BD1215980		29.35
BD1215981		28.65
BD1215982		46.8
BD1215983		34.95
BD1215984		32.8
BD1215985		43.35
BD1215986		24.8
BD1215987		32.7
BD1215988		35.8
BD1215989		27.05
BD1215990		34.3
BD1215991		35
BD1215992		45.8
BD1215993		25.7
BD1215994		39.35
BD1215995		32.45
BD1215996		26.85
BD1215997		34.65
BD1215998		37
BD1215999		18.75
BD1216000		40.15
BD1216001		24.15
BD1216002		26.6
BD1216003		46.7
BD1216004		34.55
BD1216005		30.15
BD1216006		32.75
BD1216007		41.7
BD1216008		33.35
BD1216009		34.15
BD1216010		29.95
BD1216011		23.4
BD1216012		20.85
BD1216013		39.3
BD1216014		30.45
BD1216015		47.3
BD1216016		22.6
BD1216017		28.4
BD1216018		29.85
BD1216019		51.35
BD1216020		32.1
BD1216021		57.7
BD1216022		33.45
BD1216023		35.9
BD1216024		28.4
BD1216025		33
BD1216026		32.15
BD1216027		36.35
BD1216028		34
BD1216029		25.05
BD1216030		42.55
BD1216031		36.25
BD1216032		41.35
BD1216033		37.35
BD1216034		36.5
BD1216035		27.1
BD1216036		36.65
BD1216037		47.35
BD1216038		30.6
BD1216039		27.85
BD1216040		37.3
BD1216041		38.2
BD1216042		29.9
BD1216043		25.2
BD1216044		34.95
BD1216045		49.85
BD1216046		31.6
BD1216047		35.35
BD1216048		40.95
BD1216049		33.75
BD1216050		35.75
BD1216051		28
BD1216052		37.8
BD1216053		33.4
BD1216054		25.45
BD1216055		43.05
BD1216056		32.75
BD1216057		32.5
BD1216058		21.5
BD1216059		35.75
BD1216060		37.6
BD1216061		41.1
BD1216062		27.4
BD1216063		34.7
BD1216064		26.15
BD1216065		35.15
BD1216066		39.6
BD1216067		30.5
BD1216068		43.35
BD1216069		34.4
BD1216070		22.6
BD1216071		39.6
BD1216072		39.9
BD1216073		32.35
BD1216074		32.6
BD1216075		32.45
BD1216076		31.2
BD1216077		32.45
BD1216078		49.7
BD1216079		34.15
BD1216080		26.65
BD1216081		29.05
BD1216082		39.35
BD1216083		35.9
BD1216084		24.9
BD1216085		53
BD1216086		45.4
BD1216087		48.3
BD1216088		26.15
BD1216089		35.7
BD1216090		45.9
BD1216091		45.3
BD1216092		37.55
BD1216093		39.65
BD1216094		25.4
BD1216095		30.75
BD1216096		31.1
BD1216097		25.85
BD1216098		28.05
BD1216099		39.4
BD1216100		38.3
BD1216101		31.05
BD1216102		45.45
BD1216103		20.35
BD1216104		36.95
BD1216105		37.2
BD1216106		31.95
BD1216107		39.25
BD1216108		30.4
BD1216109		27.6
BD1216110		30.05
BD1216111		32.65
BD1216112		29.5
BD1216113		22.15
BD1216114		36.95
BD1216115		36.55
BD1216116		13.6
BD1216117		28.2
BD1216118		40.6
BD1216119		33.4
BD1216120		35.5
BD1216121		39.05
BD1216122		23
BD1216123		47
BD1216124		29.45
BD1216125		32.75
BD1216126		33.05
BD1216127		39.1
BD1216128		25.65
BD1216129		29.6
BD1216130		49.45
BD1216131		38.15
BD1216132		40.45
BD1216133		25.05
BD1216134		33.8
BD1216135		35.2
BD1216136		18.45
BD1216137		38.6
BD1216138		39.15
BD1216139		28.1
BD1216140		28.4
BD1216141		35.9
BD1216142		37.25
BD1216143		33.9
BD1216144		43.4
BD1216145		27.8
BD1216146		32.3
BD1216147		34.2
BD1216148		41.3
BD1216149		31.75
BD1216150		40.15
BD1216151		35.95
BD1216152		29.8
BD1216153		35.3
BD1216154		19.95
BD1216155		27.6
BD1216156		32.15
BD1216157		38.75
BD1216158		30
BD1216159		26
BD1216160		35.4
BD1216161		26.1
BD1216162		28.65
BD1216163		44.4
BD1216164		33.85
BD1216165		27.3
BD1216166		35.55
BD1216167		28.75
BD1216168		34.45
BD1216169		63.95
BD1216170		31.05
BD1216171		31.3
BD1216172		33.75
BD1216173		18.7
BD1216174		35
BD1216175		27.15
BD1216176		39.6
BD1216177		36.35
BD1216178		31.55
BD1216179		34.95
BD1216180		25.6
BD1216181		27
BD1216182		50.5
BD1216183		41.45
BD1216184		27.25
BD1216185		47.9
BD1216186		29.7
BD1216187		34.5
BD1216188		30.9
BD1216189		37.7
BD1216190		35.6
BD1216191		39.4
BD1216192		25.25
BD1216193		38.3
BD1216194		14.8
BD1216195		30.45
BD1216196		32.05
BD1216197		49.75
BD1216198		40.75
BD1216199		39.05
BD1216200		29.2
BD1216201		32.2
BD1216202		34.55
BD1216203		38.15
BD1216204		30.3
BD1216205		28.5
BD1216206		30.35
BD1216207		32.6
BD1216208		36.8
BD1216209		31.2
BD1216210		35.75
BD1216211		31
BD1216212		32.45
BD1216213		34.45
BD1216214		16.7
BD1216215		36.95
BD1216216		35.35
BD1216217		36.1
BD1216218		28.9
BD1216219		41.95
BD1216220		27.1
BD1216221		30.15
BD1216222		31.5
BD1216223		31.5
BD1216224		38.55
BD1216225		34.85
BD1216226		42.2
BD1216227		17
BD1216228		29
BD1216229		37.65
BD1216230		36.95
BD1216231		17.9
BD1216232		31.95
BD1216233		36.9
BD1216234		31.35
BD1216235		32.55
BD1216236		30.55
BD1216237		34.75
BD1216238		37.05
BD1216239		38.3
BD1216240		27.35
BD1216241		36.2
BD1216242		29.6
BD1216243		37.95
BD1216244		25.95
BD1216245		34.35
BD1216246		40.65
BD1216247		35.95
BD1216248		38.5
BD1216249		28.45
BD1216250		37.4
BD1216251		26.4
BD1216252		35.35
BD1216253		9.1
BD1216254		30.9
BD1216255		36.45
BD1216256		23.1
BD1216257		39.2
BD1216258		37.85
BD1216259		32.65
BD1216260		32.3
BD1216261		30.6
BD1216262		28.55
BD1216263		29.4
BD1216264		32.55
BD1216265		43.2
BD1216266		32.15
BD1216267		36.25
BD1216268		38
BD1216269		43.25
BD1216270		29.45
BD1216271		42.85
BD1216272		30.55
BD1216273		31.35
BD1216274		39.1
BD1216275		22.9
BD1216276		29.3
BD1216277		33.85
BD1216278		49.9
BD1216279		32.25
BD1216280		27.3
BD1216281		31.3
BD1216282		35.25
BD1216283		25.95
BD1216284		41.1
BD1216285		27.8
BD1216286		29.85
BD1216287		31.4
BD1216288		37.55
BD1216289		39.6
BD1216290		48.3
BD1216291		43.75
BD1216292		36.95
BD1216293		33.05
BD1216294		37.3
BD1216295		18.25
BD1216296		37.85
BD1216297		52.25
BD1216298		30.7
BD1216299		36
BD1216300		23.6
BD1216301		36.25
BD1216302		30.9
BD1216303		38.8
BD1216304		41.3
BD1216305		40.8
BD1216306		26.25
BD1216307		43.35
BD1216308		36.3
BD1216309		17.9
BD1216310		25.05
BD1216311		33.2
BD1216312		27.35
BD1216313		33.7
BD1216314		29.55
BD1216315		38.1
BD1216316		41
BD1216317		24.2
BD1216318		29.55
BD1216319		39.65
BD1216320		37.55
BD1216321		29.45
BD1216322		35.15
BD1216323		37.4
BD1216324		40.85
BD1216325		33.8
BD1216326		31.7
BD1216327		27.6
BD1216328		31.25
BD1216329		11.35
BD1216330		40.7
BD1216331		28.75
BD1216332		49.55
BD1216333		41.5
BD1216334		39.1
BD1216335		44
BD1216336		53.15
BD1216337		28.95
BD1216338		33.7
BD1216339		31.9
BD1216340		39.2
BD1216341		19.95
BD1216342		32.35
BD1216343		33.15
BD1216344		54.5
BD1216345		34.6
BD1216346		37.05
BD1216347		28.8
BD1216348		34.6
BD1216349		43.6
BD1216350		29
BD1216351		21.15
BD1216352		30.8
BD1216353		34.15
BD1216354		42.6
BD1216355		44.65
BD1216356		31.25
BD1216357		28.1
BD1216358		38.95
BD1216359		32.55
BD1216360		31.6
BD1216361		28.3
BD1216362		31.05
BD1216363		25.75
BD1216364		42.2
BD1216365		50.45
BD1216366		14.5
BD1216367		37.05
BD1216368		35.8
BD1216369		25.55
BD1216370		30.8
BD1216371		42.4
BD1216372		38.5
BD1216373		48.2
BD1216374		34.9
BD1216375		9.7
BD1216376		37.85
BD1216377		34.9
BD1216378		26.15
BD1216379		36.9
BD1216380		34.7
BD1216381		27.5
BD1216382		51.1
BD1216383		28.8
BD1216384		25.45
BD1216385		53.4
BD1216386		20.05
BD1216387		39.85
BD1216388		22.15
BD1216389		42.6
BD1216390		32.3
BD1216391		39.65
BD1216392		10.35
BD1216393		31.5
BD1216394		45.1
BD1216395		31.55
BD1216396		32.45
BD1216397		41.5
BD1216398		31.4
BD1216399		15.65
BD1216400		35.05
BD1216401		35.65
BD1216402		43.75
BD1216403		33.3
BD1216404		28.9
BD1216405		37.85
BD1216406		30.4
BD1216407		19.8
BD1216408		39.1
BD1216409		30.55
BD1216410		21.75
BD1216411		36.5
BD1216412		29.25
BD1216413		30.65
BD1216414		30.7
BD1216415		35
BD1216416		31.9
BD1216417		30.95
BD1216418		36.65
BD1216419		19.85
BD1216420		33.7
BD1216421		25.95
BD1216422		35.2
BD1216423		34.2
BD1216424		35.2
BD1216425		41.8
BD1216426		39.05
BD1216427		27.25
BD1216428		31.65
BD1216429		29.5
BD1216430		27.85
BD1216431		22.55
BD1216432		38.55
BD1216433		25.9
BD1216434		29.15
BD1216435		15.2
BD1216436		36.85
BD1216437		41.95
BD1216438		29.3
BD1216439		34.4
BD1216440		44.5
BD1216441		39.8
BD1216442		41.5
BD1216443		37.25
BD1216444		25.35
BD1216445		27.45
BD1216446		29.2
BD1216447		32.1
BD1216448		16.9
BD1216449		20.8
BD1216450		35.45
BD1216451		40
BD1216452		38.8
BD1216453		53.4
BD1216454		43
BD1216455		34.05
BD1216456		35.35
BD1216457		28.95
BD1216458		36.35
BD1216459		36.45
BD1216460		40.35
BD1216461		36.3
BD1216462		45.95
BD1216463		39.55
BD1216464		24.1
BD1216465		37.5
BD1216466		35.4
BD1216467		27.15
BD1216468		39.1
BD1216469		41.6
BD1216470		20.3
BD1216471		24.2
BD1216472		37.7
BD1216473		41.95
BD1216474		39.7
BD1216475		33.3
BD1216476		31.3
BD1216477		32.9
BD1216478		28.45
BD1216479		37.65
BD1216480		20.5
BD1216481		53.45
BD1216482		36.8
BD1216483		31.3
BD1216484		28.15
BD1216485		37.7
BD1216486		44.65
BD1216487		33.7
BD1216488		40.45
BD1216489		37.3
BD1216490		30
BD1216491		29.4
BD1216492		28.2
BD1216493		36.75
BD1216494		35.85
BD1216495		21.1
BD1216496		29.45
BD1216497		31.6
BD1216498		33.95
BD1216499		20.4
BD1216500		32.8
BD1216501		34.9
BD1216502		37.5
BD1216503		33.5
BD1216504		31.8
BD1216505		35.2
BD1216506		30.85
